source,year,title,doi
OpenAlex,2019,Psychometric Properties of the Icelandic version of Worry Behaviours Inventory (WBI) in clinical and non-clinical samples,NA
Semantic Scholar,2017,Psychometric properties of the looming maladaptive style questionnaire in a sample of Iranian students,NA
Semantic Scholar,2011,PSychOmetRIc PROPeRtIeS Of the PaDua INveNtORy,NA
OpenAlex,2019,Psychosocial factors as predictors of social wellbeing of the elderly in Geriatric Centers in Lagos State,NA
OpenAlex,2024,Reducing uncertainty about the influences of language and culture on intolerance of uncertainty among bilingual participants in Hong Kong,NA
Europe PMC,2020,"Relationship between Worry, and Anger Rumination with Cardiovascular Disease Severity: Social Loneliness as a Moderator.",NA
OpenAlex,2020,Relationships between worry and depressive symptoms during two group therapies for generalized anxiety disorder: a cross-lagged analysis,NA
OpenAlex,2012,Repetitive thought in human (fear) conditioning: Strengthening the acquisition and extinction memory,NA
OpenAlex,2010,Responsibility Attitudes in Obsessive-Compulsive Patients: The Contributions of Meta-Cognitive Beliefs and Worry,NA
OpenAlex,2019,Rumination and Worry: Exploring the Specificity of Depressed and Anxious Negative Thoughts,NA
Semantic Scholar,2012,Running head : ASSESSING CONSTRUCTIVE AND UNCONSTRUCTIVE THINKING,NA
Semantic Scholar,2019,Running head : THE EFFECTIVENESS OF PSYCHOEDUCATION The Effectiveness of Psychoeducation Based Coping Skills Training on Anxiety Symptoms and Motivation to Work in a Group Vocational Rehabilitation Setting,NA
Semantic Scholar,2015,"Running head: Worry Discriminative Differences Among High, Medium, and Low Worriers in Their Ability to Discriminate High, Medium, and Low Anxious Material",NA
Semantic Scholar,2021,S0033291720000781jra 2023..2033,NA
OpenAlex,2021,Safety Behaviors In Generalized Anxiety Disorder: Effects On Symptom Severity And Treatment Outcome,NA
OpenAlex,2018,Self-Compassion as a Mediator between Maladaptive Perfectionism and Anxiety in College Students,NA
OpenAlex,2026,"Self-Compassion, Worry, and Competitive Anxiety in Athletes: Moderated Mediation, Multi-Group Invariance, and Network Analysis",NA
OpenAlex,2011,Short-term Group Cognitive Behavioral Intervention in Generalized Anxiety Individuals,NA
OpenAlex,2020,Should we shoot intolerance of uncertainty for anxiety disorders? Data from the UK and Indonesia,NA
OpenAlex,2019,Single-case experimental design evaluation of repetitive negative thinking-focused acceptance and commitment therapy in generalized anxiety disorder with couple-related worry,NA
OpenAlex,2012,Sintomatologia ansiosa-depressiva in genitori di nati pretermine e sviluppo del bambino,NA
Semantic Scholar,2020,Sprint interval training in young adult males with ampamp; without elevated worry,NA
OpenAlex,2015,Structural model of emotional regulation and symptoms of generalized anxiety disorder in students,NA
PubMed,2017,Suicidal and death ideation among adults with obsessive-compulsive disorder presenting for intensive intervention.,NA
Semantic Scholar,2014,THE COGNITIVE MODEL OF STRESS IN GENESIS OF PERSECUTORY DELUSIONS IN SCHIZOPHRENIA,NA
Semantic Scholar,2015,The Cognitive Predictors of Obsessive- Compulsive Symptoms in Students,NA
OpenAlex,2020,"The Comparison of Alexithymia, Worry, and Perceived Stress in Fertile and Infertile Women of Tabriz",NA
OpenAlex,2016,THE CORRELATION OF NEUROTICISM WITH SYMPTOMS OF DEPRESSION AND ANXIETY IN STUDENTS ACCORDING TO THE MEDIATING ROLE OF WORRY AND RUMINATION,NA
Semantic Scholar,2020,The effect of transcranial Direct Current Stimulation (tDCS) on experiential avoidance and worry in people with general anxiety disorder,NA
Semantic Scholar,2017,THE EFFECTIVENESS OF CBT ( COGNITIVE BEHAVIOR THERAPY ) ON DEPRESSION AND DEPRESSION IN CHILDREN WITH NOCTURNAL ENURESIS,NA
OpenAlex,2016,The effects of imagery-based cognitive bias modification for interpretation on depression and anxiety symptoms,NA
Semantic Scholar,2021,"The Effects of Paradoxical Time Table Therapy on Worry, Rumination, Thought-Action Fusion and Symptoms in Patients with Obsessive-Compulsive Disorder",NA
Semantic Scholar,2011,THE EFFECTS OF STRESS AND APOLIPOPROTEIN Ε4 ON ODOR MEMORY AND LEARNING IN YOUNG AND OLDER ADULTS,NA
OpenAlex,2025,The Efficacy of Compassion-Focused Therapy on Worry and Self-Criticism in Female-Headed Households with Social Anxiety Disorder,NA
OpenAlex,2025,The Efficacy of Mindfulness-Based Cognitive Behavioral Therapy on Reducing Worry and Improving Social Adjustment in Female-Headed Households with Social Anxiety,NA
OpenAlex,2011,The Efficacy of Schema Therapy in Treating Women's Generalized Anxiety Disorder,NA
Semantic Scholar,2018,"The Eﬀectiveness of tDCS on Reduction of Worry, Anxiety, and Depression in Generalized Anxiety Disorder from Randomized, Single-Blind Clinical Trial with Sham Condition in Iran",NA
Europe PMC,2021,The Impact of Covid-19 Pandemic on Family Cohesion. Results from an International Study,NA
Semantic Scholar,2015,The Influence of a Brief Mindfulness Induction on the Neural Response to Errors,NA
OpenAlex,2023,The intolerance of uncertainty on state worry and state anxiety of college students with medium and low trait anxiety,NA
OpenAlex,2015,"The Level of Generalized Anxiety Diorder Among Doctoral Students In UiTM Penang, Malaysia",NA
OpenAlex,2015,The mediating role of meta-cognitive beliefs and cognitive emotion regulation deficit on the relationship between cognitive perfectionism and worry in generalized anxiety disorder,NA
OpenAlex,2022,The Mindfulness and Emotional Dysregulation as Transdiagnostic Factors in Patient with Generalized Anxiety Disorder,NA
OpenAlex,2020,THE MODERATING ROLE OF PSYCHOLOGICAL FLEXIBILITY ON THE RELATIONSHIP BETWEEN CYBER VICTIMIZATION AND ANXIETY IN SWEDISH YOUTH,NA
OpenAlex,2016,"""The more you try to control them, the more they control you"": positive meta-cognitions about control of unwanted thoughts predict catastrophic worry in patients with first psychotic episode",NA
OpenAlex,2013,The Penn State Worry Questionnaire: Comparative Model Fit and Invariance across Gender,NA
Europe PMC,2020,The Penn State Worry Questionnaire Is Invariant Across Age Groups,NA
Semantic Scholar,2019,The Prevalence of Anxiety in Graduate Physical Therapy Students at Daemen College,NA
Semantic Scholar,2017,"The prevalence of depression and anxiety among medical students in comparison with non-medical students: a cross-sectional study in Taibah university, Al Madinah Al Munawwarah, Saudi Arabia, 2016",NA
OpenAlex,2010,The Relationship between Behavioral Activation and Inhibition Systems on the Pathological and Non-Pathological Worry,NA
OpenAlex,2014,The relationship between mindfulness skills and pathological worry: The mediating role of psychological inflexibility,NA
PubMed,2020,"The Relationship between Quality of Life and Physical Activity, Worry, Depression, and Insomnia in Pregnant Women.",NA
Semantic Scholar,2021,The Relationship Between Self-Reported Measures of Anxiety and Sensory Processing,NA
OpenAlex,2014,"The Relationship of Behavioral Activation and Inhibition Systems (BAS/BIS), Difficulty of Emotional Regulation, Metacognition with Worry",NA
OpenAlex,2014,The Relationships between Intolerance of Uncertainty and Social Anxiety: Serial Mediation Analysis,NA
OpenAlex,2014,THE ROLE OF COGNITIVE-AFFECTIVE SYSTEM AND DEMOGRAPHIC CHARACTERISTICS IN PREDICTION OF SYMPTOMS SEVERITY FOR GENERALIZED ANXIETY DISORDER,NA
OpenAlex,2017,"The Role of Emotion Dysregulation, Repetitive Negative Thoughts and Thought-Action Fusion, in Prediction of Worry",NA
OpenAlex,2017,"The role of perseverative negative thinking in predicting depression, anxiety and quality of life in people with coronary heart disease",NA
Europe PMC,2015,[The Role of Worry and Rumination in the Symptoms of Anxiety and Depression].,NA
OpenAlex,2015,"The Role of Worry, Uncertainty and Social Stigma in Predicting Self-Efficacy and Quality of Life in Patients with Epilepsy",NA
Semantic Scholar,2020,The Shefaye Khatam P Effectiveness of Eclectic Model Based on Acceptance and Commitment and Metacognitive Therapy in Patients with Pure Generalized Anxiety Disorder,NA
OpenAlex,2014,THE SIMPLE AND MULTIPLE RELATIONS OF COGNITIVE CHARACTERISTICS AND WORRY IN PATIENTS WITH GENERALIZED ANXIETY AND OBSESSIVE COMPULSIVE DISORDERS,NA
Semantic Scholar,2014,"The Simple and Multiple Relationships of Cognitive Avoidance, Intolerance of Uncertainty, Metacognitive Beliefs, Perfectionism and Cognitive Avoidance with Worry in Patients with Generalized Anxiety Disorder and Obsessive Compulsive Disorder",NA
OpenAlex,2013,"The Study of The Efficacy of Acceptance and Commitment Therapy Adopted for Couples, Integrative Behavioral Couple Therapy on Women with Distressed Couples and General Anxiety Disorder",NA
Semantic Scholar,2010,The validity and reliability of the Turkish version of the obsessive beliefs questionnaire-44 (OBQ-44)/Obsesif inanislar olcegi-44'un (OIO-44) Turkce formunun Gecerlik ve Guvenirlligi,NA
Europe PMC,2020,The Who and When of Worry: The Fading Impact of Gender on Worry and Anxiety Severity Among Older Adults,NA
OpenAlex,2011,Thought control strategies and trait anxiety: predictors of pathological worry in non-clinical sample,NA
OpenAlex,2011,Treatment of anxiety using manualized protocol: a case study,NA
Semantic Scholar,2015,Treatment of pathological worry in children with 'third wave' behavioural therapy and a multisensory learning model : a pilot study,NA
Europe PMC,2018,"TREATMENT OUTCOME OF CALMER LIFE, AN INTERVENTION TARGETING WORRY IN SENIORS FROM LOW-INCOME, MINORITY COMMUNITIES",NA
OpenAlex,2017,TVÅ NYANSER AV ORO : Långtidseffekter av internetförmedlad exponering med responsprevention i forhållande till internetformedlad stresshanteringsbehandling for oro,NA
OpenAlex,2017,VALIDATION OF PERSIAN VERSION OF THE PENN STATE WORRY QUESTIONNAIRE AMONG MULTIPLE SCLEROSIS PATIENTS,NA
OpenAlex,2014,Validation of the “Anxious Thoughts Inventory” for use in Brazil,NA
Semantic Scholar,2016,Validação da Escala Cognitiva de Ansiedade aos Testes Versão Revista (CTAR25) para a População Portuguesa,NA
OpenAlex,2014,"Validação do ""Anxious Thoughts Inventory"" para o uso no Brasil",NA
OpenAlex,2020,valuation of the Prevalence of Generalized Anxiety Disorder and Its Association with Worry in Students of Zanjan University of Medical Sciences,NA
OpenAlex,2019,“What if…?” An EEG-sLORETA Study Investigating Episodic Future Thinking in Subclinical Anxiety,NA
OpenAlex,2026,When Intensity Becomes Unpleasant: Content-Dependent Effects of Arousal on Valence,NA
OpenAlex,2012,"White Bear Suppression Inventory:Structure,Reliability and Validity of the Chinese Version",NA
OpenAlex,2015,Worriers of the world,NA
OpenAlex,2021,Worries of female junior college students,NA
OpenAlex,2020,"Worries, stop-rules and problem-solving confidence in a sample of university students",NA
OpenAlex,2011,Worry and social support in adolescence,NA
OpenAlex,2026,Worry as a Mechanism of Change in Internet-Delivered Cognitive-Behavioral Therapy for Generalized Anxiety Disorder,NA
Europe PMC,2012,Worry as a risk factor for mental and somatic diseases. A research on home-cared cancer patients family caregivers.,NA
OpenAlex,2018,"Worry-focused cognitive behavioural therapy for insomnia (wCBT-I), in two phases, with imagery and distraction of attention",NA
OpenAlex,2015,"Worry in Mexican American Elders: The Role of Age, Gender, and Metabolic Syndrome",NA
OpenAlex,2018,Worry in the Pews: Exploring Levels and Causes of Worry Among Church-goers,NA
OpenAlex,2013,"Worry proneness, worry beliefs and personality - analysis of mutual relations and sex differences",NA
Semantic Scholar,2019,"Worry, Rumination, Depressive and Anxiety Problems among Adolescents",NA
OpenAlex,2012,YOMI: Bridging psychology with yoga and mindfulness. A five-week randomized controlled pilot study on the effects of the YOMI program on stress and worry,NA
OpenAlex,2016,"Üniversiteye uyumun, psikolojik katılık, ruminatif düşünme, endişe ve öz-duyarlılık ile ilişkisi üzerine bir model test etme çalışması.",NA
OpenAlex,2010,Üstbiliş faktörleri ile psikolojik septomlar arasındaki ilişki: başa çıkma stratejilerinin düzenleyici rolü,NA
OpenAlex,2014,Българска адаптаця на Ванкувърския въпросник за обсесии и компулсии в юношеска извадка,NA
OpenAlex,2013,ارزیابی کارایی درمان فراتشخیصی یکپارچه در کاهش شدت نشانه های زنان مبتلا به اختلال اضطراب فراگیر,NA
OpenAlex,2014,ارزیابی کارایی درمان فراتشخیصی یکپارچه در کاهش شدت نشانههای افراد مبتلا به اختلال اضطراب فراگیر همراه با اختلال هیجانی همایند,NA
OpenAlex,2013,بررسی ارتباط بین سیستمهای فعال ساز و بازداری رفتار، دشواری در تنظیم هیجانی و فراشناخت با نگرانی,NA
OpenAlex,2014,بررسی وضعیت سلامت روانی و رابطه آن با نگرانی مرضی و عاطفه مثبت و منفی در بین سربازان وظیفه هنگ مرزی مریوان,NA
OpenAlex,2013,بررسی کارآیی درمانهای مبتنی بر پذیرش و تعهد انطباق یافته زوجی، زوج درمانی رفتاری یکپارچه نگر برکاهش علائم نگرانی و ناسازگاری زناشویی، زنهای دارای آشفتگی زناشویی و اختلال اضطراب فراگیر,NA
OpenAlex,2012,تحملنکردن بلاتکلیفی و نگرانی در افراد مبتلا به اختلال اضطراب فراگیر و اختلال وسواسی- اجباری,NA
OpenAlex,2012,روابط ساختاری ابعاد شخصیتی نئو با نشانههای اختلالهای اضطرابی و افسردگی,NA
OpenAlex,2014,روابط ساده و چندگانه ویژگیهای شناختی و نگرانی در بیماران مبتلا به اختلال اضطراب فراگیر و وسواسـبیاختیاری,NA
OpenAlex,2022,مقایسه ذهن آگاهی و بدتنظیمی هیجانی در افراد مبتلا به اختلال اضطراب فراگیر و عادی,NA
OpenAlex,2015,نقش تعدیلکننده باورهای فراشناختی و نارسایی تنظیم شناختی هیجان در رابطه بین تحملناپذیری بلاتکلیفی و نگرانی در بیماران مبتلا به وسواس فکری- عملی,NA
OpenAlex,2013,نقش واسطهای نشخوار و نگرانی در رابطه بین منبع کنترل با افسردگی و اضطراب,NA
Semantic Scholar,2014,ویژگیهای روانسنجی نسخه فارسی مقیاس کوتاه سنجش شدت نگراني (BMWS) در دانشجویان,NA
OpenAlex,2011,کارآیی طرحوارهدرمانی در درمان زنان مبتلا به اختلال اضطراب فراگیر,NA
OpenAlex,2013,کارایی درمان فراتشخیصی یکپارچه در کاهش شدت عوامل فراتشخیصی و نشانههای اختلالات هیجانی,NA
OpenAlex,2020,大学生を対象としたCancer Worry Scale日本語版の作成および信頼性・妥当性の検討,NA
Semantic Scholar,2017,无法忍受不确定性量表（简版）在中国大学生中的信效度检验,NA
OpenAlex,2013,걱정의 구체성이 불안 및 인지적 평가에 미치는 영향,NA
OpenAlex,2014,공황장애환자를 대상으로 한 불확실성에 대한 인내력 부족 척도 단축형 (IUS-12)의 요인구조 탐색,NA
OpenAlex,2015,다차원적 종교성/영성척도 단축형 한국어판의 타당화,NA
OpenAlex,2015,범불안장애 환자와 일반인의 걱정 내용 및 심각도의 비교,NA
OpenAlex,2010,범불안장애의 불안증상에 대한 가미소요산의 제형별 효능 비교 임상연구의 중간보고,NA
OpenAlex,2011,불확실성에 대한 인내력 및 지각된 통제력이 걱정에 미치는 영향,NA
OpenAlex,2011,불확실성에 대한 인내력 및 지각된 통제력이 걱정에 미치는 영향 :인지적 회피의 매개효과 검증,NA
OpenAlex,2011,불확실성에 대한 인내력 부족과 걱정의 관계,NA
OpenAlex,2011,불확실성에 대한 인내력 부족과 걱정의 관계: 경험적 회피의 매개효과 검증,NA
OpenAlex,2011,스트레스와 신체화 간의 관계에서 걱정의 매개 효과,NA
OpenAlex,2014,한국판 글라스고 수면 노력 척도의 타당화 연구,NA
OpenAlex,2020,한국판 반복적 사고 질문지(K-RTQ)의 타당화,NA
OpenAlex,2019,한국판 반추적 사고 스타일 질문지(K-RTSQ)의 타당화,NA
OpenAlex,2019,한국판 보속적 사고 질문지(K-PTQ)의 타당화,NA
OpenAlex,2017,한글판 펜실베니아 걱정 질문지의 탐색적 및 확인적 요인 분석,NA
